RowID,OrderID,ProductID,Sales,Quantity,Profit
40780,CA-2011-122679,OFF-AR-10004757,20,6,6
33364,CA-2011-106439,OFF-AR-10001419,12,3,4
40525,CA-2011-153619,OFF-AR-10001868,7,4,3
37075,CA-2011-105270,OFF-AR-10003156,30,3,8
38919,US-2011-144078,OFF-AR-10004707,7,3,3
38865,CA-2011-133830,OFF-AR-10003045,26,9,12
38533,CA-2011-138737,OFF-AR-10003190,9,3,2
34940,CA-2011-156594,OFF-AR-10001725,47,2,12
34941,CA-2011-156594,OFF-AR-10004269,4,1,1
37590,CA-2012-151253,OFF-AR-10004691,64,3,17
35611,CA-2012-115945,OFF-AR-10004062,21,2,5
32801,CA-2012-153388,OFF-AR-10001868,7,4,3
35055,CA-2012-167745,OFF-AR-10003602,12,2,5
32367,CA-2012-144652,OFF-AR-10003732,19,7,5
33075,CA-2012-105347,OFF-AR-10003045,15,5,7
37657,CA-2012-115693,OFF-AR-10003582,56,2,16
40233,CA-2012-134117,OFF-AR-10003903,205,5,53
40235,CA-2012-134117,OFF-AR-10001940,16,5,7
39909,CA-2013-146437,OFF-AR-10000588,40,2,10
32902,US-2013-115819,OFF-AR-10000823,5,3,2
32903,US-2013-115819,OFF-AR-10004456,73,5,21
40913,CA-2013-140256,OFF-AR-10002255,6,2,2
35880,US-2013-100405,OFF-AR-10000390,8,2,4
40532,CA-2013-126732,OFF-AR-10004752,19,7,5
31386,CA-2013-109806,OFF-AR-10004930,20,3,7
41004,CA-2013-161746,OFF-AR-10000390,12,3,6
36344,CA-2013-158694,OFF-AR-10001227,15,5,4
37326,US-2013-112970,OFF-AR-10003829,10,3,3
40947,CA-2013-107104,OFF-AR-10004269,37,9,10
40501,CA-2013-104689,OFF-AR-10001149,23,8,7
41271,US-2013-103674,OFF-AR-10004752,19,7,5
35892,CA-2013-129868,OFF-AR-10001897,54,3,15
36364,CA-2014-160934,OFF-AR-10003504,21,5,6
35259,CA-2014-134838,OFF-AR-10000634,13,3,3
31716,CA-2014-110478,OFF-AR-10001573,9,4,3
40310,CA-2014-143084,OFF-AR-10002766,14,5,4
38799,US-2014-120117,OFF-AR-10000817,6,2,2
35935,CA-2014-168228,OFF-AR-10001725,47,2,12
35933,CA-2014-168228,OFF-AR-10003373,124,4,33
35934,CA-2014-168228,OFF-AR-10000390,12,3,6
36822,CA-2014-154501,OFF-AR-10002804,10,2,4
38690,CA-2014-147844,OFF-AR-10001615,60,3,15
38541,US-2014-151127,OFF-AR-10002445,50,7,19
33585,CA-2014-143343,OFF-AR-10002375,16,5,5
34169,CA-2014-135167,OFF-AR-10002399,4,1,2
36006,CA-2014-138149,OFF-AR-10000255,12,2,3
36875,CA-2014-137498,OFF-AR-10003829,7,2,2
38018,CA-2014-102974,OFF-AR-10000914,23,2,6
38019,CA-2014-102974,OFF-AR-10004956,17,3,5
38959,US-2014-141509,OFF-AR-10002067,99,5,26
37238,CA-2014-112431,OFF-AR-10000940,6,2,2
32527,CA-2014-100013,OFF-AR-10001022,6,2,2
41028,CA-2014-124261,OFF-AR-10003504,34,8,10
33649,CA-2014-109701,OFF-AR-10001868,10,6,5
35587,CA-2014-102407,OFF-AR-10000122,11,2,3
34183,CA-2014-102099,OFF-AR-10003811,7,3,2
31811,CA-2014-163405,OFF-AR-10001246,6,2,2
31810,CA-2014-163405,OFF-AR-10003811,7,3,2
34851,CA-2011-120838,OFF-ST-10000585,330,2,86
38953,US-2011-120740,OFF-AP-10000240,107,2,31
34944,CA-2011-146528,OFF-SU-10002522,16,4,5
40184,CA-2011-169642,OFF-ST-10002574,276,2,0
35143,CA-2011-101931,OFF-ST-10003442,141,5,38
35141,CA-2011-101931,OFF-SU-10000646,481,2,14
35140,CA-2011-101931,OFF-SU-10002301,6,2,0
37259,CA-2011-140732,OFF-AP-10001626,8,2,2
36316,CA-2011-127558,OFF-SU-10002537,20,2,5
40007,CA-2011-119144,OFF-ST-10000991,345,3,10
32868,US-2011-157385,OFF-EN-10003160,22,3,10
39011,CA-2011-150203,OFF-AP-10001469,250,6,73
38362,CA-2011-106726,OFF-ST-10001496,1261,7,328
40090,CA-2011-162992,OFF-FA-10004248,23,5,9
40089,CA-2011-162992,OFF-LA-10001934,15,2,7
32473,CA-2011-120243,OFF-LA-10004425,12,4,5
33547,CA-2012-116092,OFF-AP-10001391,541,6,157
36016,CA-2012-142601,OFF-ST-10002756,947,7,9
34083,CA-2012-149972,OFF-FA-10002763,8,2,3
40339,CA-2012-168760,OFF-AP-10004532,61,3,17
35199,US-2012-119312,OFF-ST-10000943,270,14,76
34701,CA-2012-152527,OFF-ST-10003479,78,2,4
36104,CA-2012-137708,OFF-ST-10004634,34,3,10
35857,CA-2012-118871,OFF-EN-10003296,271,3,122
39299,CA-2012-110870,OFF-SU-10001225,26,7,1
33114,CA-2012-125423,OFF-LA-10001771,10,2,5
34370,CA-2013-125206,OFF-ST-10003692,114,2,29
34287,CA-2013-139010,OFF-ST-10001809,449,5,9
38454,CA-2013-131380,OFF-ST-10002485,88,4,1
40907,CA-2013-130638,OFF-LA-10002195,28,9,13
31299,CA-2013-138688,OFF-LA-10000240,15,2,7
37913,CA-2013-123512,OFF-LA-10000081,23,6,11
39984,CA-2013-144015,OFF-FA-10000624,18,5,9
39983,CA-2013-144015,OFF-SU-10003505,232,2,12
34862,CA-2013-130029,OFF-FA-10001135,4,2,0
33452,CA-2013-111115,OFF-FA-10000624,21,6,11
33627,CA-2013-155187,OFF-ST-10000642,42,2,3
33773,CA-2013-114972,OFF-AP-10003057,1101,4,430
33772,CA-2013-114972,OFF-LA-10004545,88,7,41
32142,CA-2013-161669,OFF-LA-10004093,15,2,7
32141,CA-2013-161669,OFF-SU-10002503,11,2,3
36339,CA-2013-158694,OFF-AP-10000055,130,4,39
36342,CA-2013-158694,OFF-ST-10001496,721,4,187
37056,US-2013-111528,OFF-ST-10001526,481,4,125
36686,CA-2014-164707,OFF-LA-10004345,10,2,5
32485,CA-2014-117212,OFF-AP-10004532,82,4,22
40418,CA-2014-122007,OFF-AP-10000358,91,7,26
36642,CA-2014-108539,OFF-ST-10003208,726,4,210
34929,CA-2014-132178,OFF-ST-10000025,763,8,46
34928,CA-2014-132178,OFF-ST-10000464,70,2,19
31781,CA-2014-140963,OFF-LA-10003923,30,2,15
39638,CA-2014-141481,OFF-AP-10004532,61,3,17
36005,CA-2014-138149,OFF-ST-10002974,131,3,39
38384,US-2014-143175,OFF-ST-10003123,100,3,24
41143,CA-2014-169327,OFF-AP-10001492,43,5,11
37518,US-2014-157224,OFF-LA-10000121,57,9,26
38634,CA-2014-165155,OFF-ST-10004950,16,1,4
33648,CA-2014-109701,OFF-AP-10002765,79,3,22
35589,CA-2014-102407,OFF-AP-10001394,189,1,68
37849,CA-2014-161578,OFF-ST-10002289,159,5,8
34832,CA-2011-110849,OFF-FA-10000134,12,2,4
38494,CA-2011-116785,OFF-LA-10000305,13,2,6
39469,CA-2011-114125,OFF-LA-10004559,3,1,1
39471,CA-2011-114125,OFF-ST-10001505,24,4,4
32517,CA-2011-110184,OFF-ST-10000107,250,9,45
37243,CA-2011-104178,OFF-ST-10004258,49,4,13
32439,CA-2011-146969,OFF-FA-10001561,9,4,3
32442,CA-2011-146969,OFF-ST-10004340,62,1,17
33356,CA-2011-106439,OFF-FA-10002975,11,3,5
33357,CA-2011-106439,OFF-ST-10003996,80,5,21
33361,CA-2011-106439,OFF-ST-10001963,406,4,12
39432,CA-2012-121776,OFF-LA-10002762,88,7,41
36477,US-2012-120502,OFF-AP-10004980,76,2,30
38252,CA-2012-115420,OFF-EN-10003862,21,2,10
37984,CA-2012-165162,OFF-ST-10003470,1118,4,56
39398,CA-2012-149846,OFF-LA-10004484,8,2,4
39400,CA-2012-149846,OFF-ST-10002406,105,7,29
31877,CA-2012-132906,OFF-SU-10004498,52,4,2
33743,CA-2012-100573,OFF-EN-10000461,17,2,8
38871,CA-2012-129532,OFF-ST-10004186,222,2,4
32994,CA-2012-148376,OFF-AP-10000240,107,2,31
32995,CA-2012-148376,OFF-LA-10002381,22,7,10
32201,CA-2013-130477,OFF-ST-10002583,65,2,3
38763,CA-2013-138282,OFF-AP-10001366,88,8,24
34717,CA-2013-134803,OFF-AP-10000891,262,2,79
40192,CA-2013-167241,OFF-ST-10001505,18,3,3
31514,CA-2013-130162,OFF-ST-10001328,93,6,26
36257,CA-2013-166226,OFF-AP-10002867,68,1,18
32613,CA-2013-145919,OFF-SU-10003505,579,5,29
38542,CA-2014-145807,OFF-ST-10001370,355,5,18
41037,CA-2014-129294,OFF-AP-10001154,141,3,55
41034,CA-2014-129294,OFF-ST-10002615,310,2,81
38832,US-2014-160143,OFF-SU-10004231,30,3,8
32769,CA-2014-164959,OFF-LA-10004272,9,3,4
34916,CA-2014-141929,OFF-ST-10002974,218,5,65
37191,CA-2014-100825,OFF-ST-10003123,100,3,24
35433,CA-2014-105914,OFF-ST-10003716,1575,7,205
41180,CA-2011-112291,OFF-EN-10001415,11,2,6
35706,US-2011-154879,OFF-LA-10004425,6,2,3
31306,CA-2011-115812,OFF-AP-10002892,115,5,34
35537,CA-2011-133704,OFF-AP-10001366,44,4,12
37192,CA-2011-168305,OFF-LA-10003498,44,3,22
38867,CA-2011-133830,OFF-FA-10002280,15,3,7
32563,US-2011-167738,OFF-ST-10003306,143,1,41
35801,US-2011-138247,OFF-AP-10000828,362,2,101
35804,US-2011-138247,OFF-ST-10002301,20,1,0
35513,CA-2012-111234,OFF-LA-10002271,9,3,4
35747,CA-2012-121965,OFF-EN-10000056,187,3,88
35613,CA-2012-115945,OFF-ST-10001963,304,3,9
33933,CA-2012-162369,OFF-ST-10000046,323,2,61
33966,US-2012-139759,OFF-AP-10002765,106,4,30
39353,CA-2012-121188,OFF-ST-10000736,729,9,29
39351,CA-2012-121188,OFF-ST-10001490,892,5,268
35056,CA-2012-167745,OFF-SU-10004782,17,2,5
37068,CA-2012-103835,OFF-AP-10002651,1158,4,336
40748,CA-2012-129546,OFF-AP-10002495,186,3,56
40750,CA-2012-129546,OFF-SU-10004884,47,3,14
36731,CA-2012-160171,OFF-AP-10000275,1641,5,459
35415,CA-2012-153416,OFF-ST-10000060,455,7,55
39845,CA-2012-149566,OFF-LA-10000452,13,4,6
34256,CA-2012-158456,OFF-FA-10004854,46,4,22
37308,CA-2012-135580,OFF-EN-10003296,271,3,122
37306,CA-2012-135580,OFF-ST-10000798,75,3,14
40817,CA-2013-101189,OFF-ST-10004180,93,2,4
36703,US-2013-143280,OFF-FA-10000992,11,3,5
33885,CA-2013-137729,OFF-ST-10001505,6,1,1
40416,US-2013-155971,OFF-LA-10000452,22,7,11
31853,CA-2013-113243,OFF-LA-10001297,21,2,10
33487,CA-2013-118913,OFF-AP-10000692,61,3,17
31339,CA-2013-101343,OFF-ST-10003479,78,2,4
38223,CA-2013-140046,OFF-LA-10000305,19,3,9
34794,CA-2013-107328,OFF-AP-10004487,488,6,137
40530,CA-2013-126732,OFF-ST-10000321,24,3,1
37580,CA-2013-100944,OFF-EN-10001453,305,5,143
41006,CA-2013-161746,OFF-ST-10002743,341,3,3
35083,CA-2013-144218,OFF-ST-10002615,1085,7,282
35778,CA-2013-109365,OFF-AP-10002998,43,2,14
35777,CA-2013-109365,OFF-FA-10001561,15,7,5
36694,CA-2013-145492,OFF-AP-10003622,39,12,11
40948,CA-2013-107104,OFF-AP-10000055,65,2,19
37456,CA-2013-161025,OFF-ST-10001932,773,4,108
41274,US-2013-103674,OFF-FA-10003467,14,7,0
35890,CA-2013-129868,OFF-AP-10004052,8,2,2
35887,CA-2013-129868,OFF-SU-10000952,18,2,5
36443,CA-2014-161333,OFF-AP-10000252,47,4,16
36442,CA-2014-161333,OFF-ST-10000464,139,4,39
31717,CA-2014-110478,OFF-EN-10000483,15,1,7
40311,CA-2014-143084,OFF-EN-10003072,19,5,9
40524,CA-2014-140515,OFF-AP-10001205,381,7,107
38156,CA-2014-128965,OFF-FA-10001561,11,5,4
38158,CA-2014-128965,OFF-LA-10003190,23,8,11
38155,CA-2014-128965,OFF-LA-10001404,7,2,3
37449,CA-2014-139437,OFF-ST-10002485,88,4,1
39788,CA-2014-106824,OFF-FA-10001135,6,3,0
39884,CA-2014-162012,OFF-AP-10003040,168,5,44
35593,CA-2014-117261,OFF-ST-10000419,54,4,1
38119,US-2014-115609,OFF-AP-10003040,168,5,44
32525,CA-2014-100013,OFF-EN-10001219,15,2,7
34132,CA-2014-110842,OFF-AP-10003971,11,1,3
34240,CA-2014-126242,OFF-ST-10000675,305,9,76
37372,CA-2014-121398,OFF-ST-10002756,271,2,3
36236,CA-2011-157147,OFF-AR-10003514,20,5,7
36234,CA-2011-157147,OFF-ST-10000078,1326,5,239
40606,CA-2011-128237,OFF-AR-10000034,25,6,10
40604,CA-2011-128237,OFF-AR-10003338,15,2,4
40603,CA-2011-128237,OFF-AR-10003829,7,2,2
40348,CA-2011-141838,OFF-AR-10004272,3,2,1
33527,CA-2011-128055,OFF-AP-10002765,53,2,15
32857,CA-2011-105172,OFF-LA-10001641,19,6,9
32158,CA-2011-133851,OFF-AR-10003752,23,2,11
32157,CA-2011-133851,OFF-SU-10001225,7,2,0
40541,CA-2011-113271,OFF-AR-10003251,6,2,2
33167,CA-2011-116932,OFF-AR-10002067,99,5,26
38463,CA-2011-117464,OFF-AR-10003190,12,4,3
38465,CA-2011-117464,OFF-ST-10003058,237,10,69
40719,CA-2011-145254,OFF-SU-10004664,41,5,12
33801,CA-2011-143917,OFF-ST-10001228,54,4,15
33802,CA-2011-143917,OFF-SU-10000151,8188,5,328
36656,CA-2011-150490,OFF-AR-10004602,46,2,13
36655,CA-2011-150490,OFF-ST-10000321,16,2,1
41119,US-2011-164406,OFF-AP-10003287,153,3,43
31315,CA-2011-143336,OFF-AR-10003056,9,2,2
37920,CA-2011-130449,OFF-LA-10001934,58,8,27
34746,CA-2011-168592,OFF-AP-10004785,57,5,24
34748,CA-2011-168592,OFF-FA-10002988,4,2,2
34747,CA-2011-168592,OFF-ST-10002406,15,1,4
39871,CA-2011-159849,OFF-FA-10000053,6,3,0
32090,CA-2011-156433,OFF-LA-10001569,10,2,5
34460,CA-2011-153969,OFF-AR-10001615,60,3,15
34459,CA-2011-153969,OFF-EN-10004483,78,5,37
34458,CA-2011-153969,OFF-EN-10001539,16,2,7
31662,CA-2011-123344,OFF-ST-10001713,212,4,8
40755,CA-2011-138240,OFF-AR-10002135,145,3,42
31378,CA-2011-139451,OFF-AR-10002053,15,5,4
31379,CA-2011-139451,OFF-ST-10002370,21,1,6
40637,CA-2011-155264,OFF-LA-10002787,19,5,9
38804,CA-2011-115889,OFF-ST-10003208,363,2,105
31771,CA-2011-144666,OFF-ST-10001321,93,6,25
31768,CA-2011-144666,OFF-ST-10002743,341,3,3
40242,CA-2011-128622,OFF-SU-10001574,11,3,3
34560,CA-2011-140662,OFF-AP-10001242,241,3,72
36790,CA-2011-105249,OFF-LA-10002043,41,4,20
36789,CA-2011-105249,OFF-SU-10001225,7,2,0
36845,CA-2011-159800,OFF-AP-10004859,44,3,12
35713,CA-2011-153983,OFF-FA-10003495,30,5,15
35339,CA-2011-110786,OFF-LA-10001474,275,9,126
39671,CA-2012-158701,OFF-AP-10004859,87,6,24
34052,CA-2012-155306,OFF-AP-10002651,1448,5,420
34049,CA-2012-155306,OFF-AR-10003251,6,2,2
37888,CA-2012-103716,OFF-AR-10000658,35,3,10
37645,CA-2012-104486,OFF-ST-10000876,37,3,10
37646,CA-2012-104486,OFF-SU-10002573,35,2,11
38513,CA-2012-150770,OFF-AR-10001246,9,3,3
35614,CA-2012-136735,OFF-EN-10002230,168,2,79
35931,CA-2012-130456,OFF-ST-10000736,81,1,3
33034,CA-2012-130204,OFF-ST-10001325,31,3,8
38255,CA-2012-167255,OFF-ST-10001328,16,1,4
33551,CA-2012-169201,OFF-AP-10002082,44,2,15
33550,CA-2012-169201,OFF-AP-10000696,43,3,14
32596,CA-2012-121391,OFF-ST-10001590,27,2,7
35677,CA-2012-152891,OFF-AR-10004648,60,3,16
37622,CA-2012-110289,OFF-EN-10001434,211,4,103
36370,CA-2012-145485,OFF-ST-10000649,63,4,16
40626,CA-2012-164497,OFF-AP-10004655,45,4,15
36905,CA-2012-168634,OFF-AP-10001626,8,2,2
39388,CA-2012-127502,OFF-LA-10001613,6,2,3
40976,CA-2012-130113,OFF-ST-10000046,323,2,61
38588,CA-2013-153661,OFF-LA-10004689,26,9,12
38586,CA-2013-153661,OFF-ST-10000675,305,9,76
36044,CA-2013-120005,OFF-SU-10004782,25,3,8
37254,CA-2013-127138,OFF-AP-10003842,155,5,40
37255,CA-2013-127138,OFF-EN-10004459,31,4,15
37253,CA-2013-127138,OFF-ST-10002756,677,5,7
37181,CA-2013-136301,OFF-SU-10000151,4913,3,197
38032,CA-2013-123358,OFF-AP-10004980,114,3,44
38033,CA-2013-123358,OFF-ST-10001932,580,3,81
38034,CA-2013-123358,OFF-ST-10000636,151,9,6
39071,CA-2013-152800,OFF-EN-10001509,6,3,3
32973,CA-2013-122728,OFF-ST-10000604,104,3,26
32395,CA-2013-107216,OFF-AR-10001545,7,4,2
32398,CA-2013-107216,OFF-AR-10002255,9,3,3
38225,CA-2013-140382,OFF-LA-10001934,22,3,10
38224,CA-2013-140382,OFF-ST-10003638,94,4,25
35749,CA-2013-147137,OFF-EN-10003567,44,2,21
35751,CA-2013-147137,OFF-ST-10002486,28,4,1
38521,CA-2013-109953,OFF-AP-10002998,152,7,50
32413,CA-2013-144855,OFF-LA-10003766,6,2,3
39605,CA-2013-149335,OFF-AR-10001419,37,9,11
39204,CA-2013-112585,OFF-AP-10003849,716,2,179
33955,CA-2013-150343,OFF-EN-10004030,11,3,5
32259,CA-2013-120859,OFF-EN-10001335,22,2,11
36725,CA-2013-113096,OFF-ST-10003455,47,3,12
36067,US-2013-114888,OFF-SU-10001212,6,3,2
34709,CA-2013-100244,OFF-AR-10000940,12,4,3
35815,CA-2013-101385,OFF-AR-10004441,17,4,7
35683,CA-2013-156811,OFF-AP-10001366,44,4,12
32191,CA-2013-105494,OFF-ST-10002205,156,7,42
39670,CA-2013-152940,OFF-ST-10000352,30,1,4
33800,CA-2013-149482,OFF-LA-10000248,7,2,3
39962,CA-2013-118500,OFF-SU-10004231,50,5,13
32778,US-2013-108455,OFF-ST-10002214,34,3,9
36887,CA-2013-115224,OFF-ST-10003816,352,2,81
36886,CA-2013-115224,OFF-ST-10000615,34,3,10
34775,CA-2013-131289,OFF-AR-10003056,9,2,2
40788,CA-2014-111738,OFF-AR-10000817,9,3,3
37196,CA-2014-108000,OFF-EN-10002621,10,1,5
33704,CA-2014-144589,OFF-AR-10003631,24,5,8
39116,CA-2014-150469,OFF-FA-10000611,12,8,6
36326,CA-2014-139304,OFF-AR-10001216,8,3,2
36327,CA-2014-139304,OFF-SU-10001664,9,1,2
34218,CA-2014-164329,OFF-ST-10001511,129,2,6
35440,CA-2014-112725,OFF-AR-10003759,13,7,6
35441,CA-2014-112725,OFF-AR-10001227,9,3,2
36447,CA-2014-125101,OFF-ST-10000675,68,2,17
37808,CA-2014-167640,OFF-AR-10003158,24,6,8
37809,CA-2014-167640,OFF-LA-10004559,12,4,6
35932,CA-2014-116288,OFF-ST-10000736,243,3,10
33913,CA-2014-147942,OFF-LA-10003663,6,2,3
39019,US-2014-138086,OFF-AP-10000027,41,3,12
36611,CA-2014-137876,OFF-EN-10001219,31,4,15
38906,CA-2014-163209,OFF-AR-10003651,23,7,7
36488,US-2014-141943,OFF-EN-10003448,23,2,12
40816,US-2014-104451,OFF-AP-10000692,81,4,23
37118,CA-2014-117632,OFF-AP-10004868,8,1,2
37117,CA-2014-117632,OFF-SU-10000157,239,2,5
33727,CA-2014-100748,OFF-LA-10000240,58,8,27
34922,CA-2014-113530,OFF-AR-10001315,4,2,1
34923,CA-2014-113530,OFF-AR-10000122,6,1,1
40544,CA-2014-130106,OFF-AR-10003732,3,1,1
40543,CA-2014-130106,OFF-AR-10003651,10,3,3
35151,US-2014-131849,OFF-ST-10002957,26,5,0
35951,CA-2014-159107,OFF-FA-10001332,3,1,1
33516,CA-2014-130841,OFF-ST-10001580,15,1,4
37751,CA-2014-161102,OFF-ST-10003442,57,2,15
38208,CA-2014-168942,OFF-ST-10004340,187,3,50
35928,CA-2014-168396,OFF-LA-10001297,52,5,25
34161,US-2014-103828,OFF-AP-10004249,84,7,23
34162,US-2014-103828,OFF-AR-10000588,60,3,15
